	index	avg	cond	id	texture	direction
13825	3827	9.87777777777778	cold_november	f378349c	Asphalt	7
15190	5192	9.87777777777778	cold_november	f37a60c8	Asphalt	7
15488	5490	9.87777777777778	cold_november	f37ad08a	Asphalt	7
15786	5788	9.87777777777778	cold_november	f37b4a1a	Asphalt	7
16306	6308	9.87777777777778	cold_november	f37c4672	Asphalt	7
17815	7817	9.87777777777778	cold_november	f37e95e4	Asphalt	7
17918	7920	9.87777777777778	cold_november	f37ebc72	Asphalt	7
17993	7995	9.87777777777778	cold_november	f37ed7f2	Asphalt	7
18287	8289	9.87777777777778	cold_november	f37f4c1e	Asphalt	7
18571	8573	9.87777777777778	cold_november	f384412e	Asphalt	7
10235	237	9.855555555555558	cold_november	f370fa92	Asphalt	8
11031	1033	9.855555555555558	cold_november	f3725c0c	Asphalt	8
11147	1149	9.855555555555558	cold_november	f3728704	Asphalt	8
12281	2283	9.855555555555558	cold_november	f375185c	Asphalt	8
17352	7354	9.855555555555558	cold_november	f37de7ca	Asphalt	8
18135	8137	9.855555555555558	cold_november	f37f13ac	Asphalt	8
18264	8266	9.855555555555558	cold_november	f37f43ae	Asphalt	8
19133	9135	9.855555555555558	cold_november	f385212a	Asphalt	8
11091	1093	9.833333333333334	cold_november	f372721e	Asphalt	9
11374	1376	9.833333333333334	cold_november	f372df4c	Asphalt	9
16065	6067	9.833333333333334	cold_november	f37be5a6	Asphalt	9
16917	6919	9.833333333333334	cold_november	f37d3cda	Asphalt	9
18167	8169	9.833333333333334	cold_november	f37f1fbe	Asphalt	9
19147	9149	9.833333333333334	cold_november	f385262a	Asphalt	9
19326	9328	9.833333333333334	cold_november	f3856900	Asphalt	9
19399	9401	9.833333333333334	cold_november	f385849e	Asphalt	9
19716	9718	9.833333333333334	cold_november	f385fb9a	Asphalt	9
10346	348	9.811111111111112	cold_november	f3712f30	Asphalt	10
10527	529	9.811111111111112	cold_november	f3717ce2	Asphalt	10
10826	828	9.811111111111112	cold_november	f371f82a	Asphalt	10
11340	1342	9.811111111111112	cold_november	f372d20e	Asphalt	10
12327	2329	9.811111111111112	cold_november	f3752d4c	Asphalt	10
12992	2994	9.811111111111112	cold_november	f3762f3a	Asphalt	10
14060	4062	9.811111111111112	cold_november	f3789626	Asphalt	10
14475	4477	9.811111111111112	cold_november	f379467a	Asphalt	10
14534	4536	9.811111111111112	cold_november	f37963e4	Asphalt	10
15696	5698	9.811111111111112	cold_november	f37b1f04	Asphalt	10
16503	6505	9.811111111111112	cold_november	f37c9398	Asphalt	10
16870	6872	9.811111111111112	cold_november	f37d2b50	Asphalt	10
19204	9206	9.811111111111112	cold_november	f3853b6a	Asphalt	10
19546	9548	9.811111111111112	cold_november	f385bc20	Asphalt	10
19587	9589	9.811111111111112	cold_november	f385cbb6	Asphalt	10
10341	343	9.78888888888889	cold_november	f3712a4e	Asphalt	11
11532	1534	9.78888888888889	cold_november	f3733604	Asphalt	11
12557	2559	9.78888888888889	cold_november	f37583f0	Asphalt	11
13287	3289	9.78888888888889	cold_november	f376f29e	Asphalt	11
15751	5753	9.78888888888889	cold_november	f37b3d22	Asphalt	11
19048	9050	9.78888888888889	cold_november	f385014a	Asphalt	11
10407	409	9.766666666666667	cold_november	f371477c	Asphalt	12
12128	2130	9.766666666666667	cold_november	f374c316	Asphalt	12
13972	3974	9.766666666666667	cold_november	f3786ba6	Asphalt	12
15725	5727	9.766666666666667	cold_november	f37b3020	Asphalt	12
16129	6131	9.766666666666667	cold_november	f37c02c0	Asphalt	12
17364	7366	9.766666666666667	cold_november	f37dec7a	Asphalt	12
18384	8386	9.766666666666667	cold_november	f383f7e6	Asphalt	12
18488	8490	9.766666666666667	cold_november	f384207c	Asphalt	12
18727	8729	9.766666666666667	cold_november	f384833c	Asphalt	12
18767	8769	9.766666666666667	cold_november	f38494ee	Asphalt	12
19861	9863	9.766666666666667	cold_november	f3863506	Asphalt	12
10889	891	9.744444444444445	cold_november	f3721094	Asphalt	13
11321	1323	9.744444444444445	cold_november	f372cae8	Asphalt	13
12472	2474	9.744444444444445	cold_november	f3756442	Asphalt	13
12924	2926	9.744444444444445	cold_november	f3761554	Asphalt	13
14765	4767	9.744444444444445	cold_november	f379bae2	Asphalt	13
16151	6153	9.744444444444445	cold_november	f37c0c34	Asphalt	13
17399	7401	9.744444444444445	cold_november	f37df936	Asphalt	13
18178	8180	9.744444444444445	cold_november	f37f23ba	Asphalt	13
18572	8574	9.744444444444445	cold_november	f3844188	Asphalt	13
18820	8822	9.744444444444445	cold_november	f384a8f8	Asphalt	13
19265	9267	9.744444444444445	cold_november	f3855244	Asphalt	13
19593	9595	9.744444444444445	cold_november	f385cddc	Asphalt	13
19608	9610	9.744444444444445	cold_november	f385d372	Asphalt	13
11169	1171	9.722222222222223	cold_november	f3728f4c	Asphalt	14
13292	3294	9.722222222222223	cold_november	f376f654	Asphalt	14
14959	4961	9.722222222222223	cold_november	f37a08b2	Asphalt	14
15165	5167	9.722222222222223	cold_november	f37a579a	Asphalt	14
16230	6232	9.722222222222223	cold_november	f37c299e	Asphalt	14
16270	6272	9.722222222222223	cold_november	f37c3902	Asphalt	14
16652	6654	9.722222222222223	cold_november	f37ccbf6	Asphalt	14
17389	7391	9.722222222222223	cold_november	f37df580	Asphalt	14
17391	7393	9.722222222222223	cold_november	f37df634	Asphalt	14
19143	9145	9.722222222222223	cold_november	f38524b8	Asphalt	14
10001	3	9.700000000000001	cold_november	f37091d8	Asphalt	15
10634	636	9.700000000000001	cold_november	f371a690	Asphalt	15
11165	1167	9.700000000000001	cold_november	f3728d6c	Asphalt	15
11460	1462	9.700000000000001	cold_november	f373003a	Asphalt	15
14000	4002	9.700000000000001	cold_november	f3787d26	Asphalt	15
14730	4732	9.700000000000001	cold_november	f379ade0	Asphalt	15
16403	6405	9.700000000000001	cold_november	f37c6ddc	Asphalt	15
10116	118	9.677777777777779	cold_november	f370c1d0	Asphalt	16
10457	459	9.677777777777779	cold_november	f3715a78	Asphalt	16
12475	2477	9.677777777777779	cold_november	f375655a	Asphalt	16
13428	3430	9.677777777777779	cold_november	f377499c	Asphalt	16
13960	3962	9.677777777777779	cold_november	f3786764	Asphalt	16
14375	4377	9.677777777777779	cold_november	f37921ae	Asphalt	16
10171	173	9.655555555555557	cold_november	f370d80a	Asphalt	17
12174	2176	9.655555555555557	cold_november	f374d428	Asphalt	17
14191	4193	9.655555555555557	cold_november	f378c736	Asphalt	17
14968	4970	9.655555555555557	cold_november	f37a0bf0	Asphalt	17
15531	5533	9.655555555555557	cold_november	f37ae066	Asphalt	17
16011	6013	9.655555555555557	cold_november	f37bc828	Asphalt	17
16798	6800	9.655555555555557	cold_november	f37d0aa8	Asphalt	17
17470	7472	9.655555555555557	cold_november	f37e1574	Asphalt	17
18542	8544	9.655555555555557	cold_november	f3843616	Asphalt	17
10177	179	9.633333333333335	cold_november	f370da9e	Asphalt	18
11383	1385	9.633333333333335	cold_november	f372e2bc	Asphalt	18
11572	1574	9.633333333333335	cold_november	f3735170	Asphalt	18
11598	1600	9.633333333333335	cold_november	f3736584	Asphalt	18
13350	3352	9.633333333333335	cold_november	f3772750	Asphalt	18
13999	4001	9.633333333333335	cold_november	f3787c0e	Asphalt	18
15884	5886	9.633333333333335	cold_november	f37b6f2c	Asphalt	18
15921	5923	9.633333333333335	cold_november	f37b8f02	Asphalt	18
16252	6254	9.633333333333335	cold_november	f37c3290	Asphalt	18
16683	6685	9.633333333333335	cold_november	f37cd740	Asphalt	18
17304	7306	9.633333333333335	cold_november	f37dd60e	Asphalt	18
19039	9041	9.633333333333335	cold_november	f384fd94	Asphalt	18
10167	169	9.611111111111112	cold_november	f370d63e	Asphalt	19
11540	1542	9.611111111111112	cold_november	f3733b90	Asphalt	19
12338	2340	9.611111111111112	cold_november	f3753152	Asphalt	19
12501	2503	9.611111111111112	cold_november	f3756eb0	Asphalt	19
14757	4759	9.611111111111112	cold_november	f379b7c2	Asphalt	19
14858	4860	9.611111111111112	cold_november	f379e2d8	Asphalt	19
15841	5843	9.611111111111112	cold_november	f37b5ec4	Asphalt	19
16546	6548	9.611111111111112	cold_november	f37ca338	Asphalt	19
17547	7549	9.611111111111112	cold_november	f37e3234	Asphalt	19
17728	7730	9.611111111111112	cold_november	f37e760e	Asphalt	19
17862	7864	9.611111111111112	cold_november	f37ea732	Asphalt	19
19279	9281	9.611111111111112	cold_november	f38557b2	Asphalt	19
10321	323	9.58888888888889	cold_november	f3711e00	Asphalt	20
11518	1520	9.58888888888889	cold_november	f37327fe	Asphalt	20
12275	2277	9.58888888888889	cold_november	f37513fc	Asphalt	20
15087	5089	9.58888888888889	cold_november	f37a3864	Asphalt	20
16593	6595	9.58888888888889	cold_november	f37cb602	Asphalt	20
16839	6841	9.58888888888889	cold_november	f37d1d22	Asphalt	20
17954	7956	9.58888888888889	cold_november	f37ec99c	Asphalt	20
18104	8106	9.58888888888889	cold_november	f37f086c	Asphalt	20
19015	9017	9.58888888888889	cold_november	f384f47a	Asphalt	20
10924	926	9.566666666666668	cold_november	f3721d96	Asphalt	21
11174	1176	9.566666666666668	cold_november	f372912c	Asphalt	21
15783	5785	9.566666666666668	cold_november	f37b490c	Asphalt	21
18072	8074	9.566666666666668	cold_november	f37efc28	Asphalt	21
18389	8391	9.566666666666668	cold_november	f383fa16	Asphalt	21
18686	8688	9.566666666666668	cold_november	f3846c30	Asphalt	21
19562	9564	9.566666666666668	cold_november	f385c24c	Asphalt	21
12248	2250	9.544444444444446	cold_november	f37509d4	Asphalt	22
13077	3079	9.544444444444446	cold_november	f3765ba4	Asphalt	22
14091	4093	9.544444444444446	cold_november	f378a17a	Asphalt	22
14162	4164	9.544444444444446	cold_november	f378bc5a	Asphalt	22
14683	4685	9.544444444444446	cold_november	f3799c24	Asphalt	22
14839	4841	9.544444444444446	cold_november	f379db4e	Asphalt	22
17900	7902	9.544444444444446	cold_november	f37eb5ce	Asphalt	22
18410	8412	9.544444444444446	cold_november	f38402b8	Asphalt	22
18411	8413	9.544444444444446	cold_november	f384031c	Asphalt	22
18578	8580	9.544444444444446	cold_november	f38443ae	Asphalt	22
19049	9051	9.544444444444446	cold_november	f38501a4	Asphalt	22
19420	9422	9.544444444444446	cold_november	f3858c8c	Asphalt	22
19429	9431	9.544444444444446	cold_november	f3858fca	Asphalt	22
19947	9949	9.544444444444446	cold_november	f386550e	Asphalt	22
12260	2262	9.522222222222224	cold_november	f3750e34	Asphalt	23
13202	3204	9.522222222222224	cold_november	f376b4fa	Asphalt	23
15964	5966	9.522222222222224	cold_november	f37bb072	Asphalt	23
18306	8308	9.522222222222224	cold_november	f37f5358	Asphalt	23
18774	8776	9.522222222222224	cold_november	f38497e6	Asphalt	23
18950	8952	9.522222222222224	cold_november	f384d99a	Asphalt	23
13067	3069	9.500000000000002	cold_november	f3765500	Asphalt	24
14249	4251	9.500000000000002	cold_november	f378e068	Asphalt	24
14575	4577	9.500000000000002	cold_november	f37973a2	Asphalt	24
14613	4615	9.500000000000002	cold_november	f37981a8	Asphalt	24
15380	5382	9.500000000000002	cold_november	f37aa8f8	Asphalt	24
16325	6327	9.500000000000002	cold_november	f37c5004	Asphalt	24
16397	6399	9.500000000000002	cold_november	f37c6bac	Asphalt	24
16861	6863	9.500000000000002	cold_november	f37d2812	Asphalt	24
17252	7254	9.500000000000002	cold_november	f37dba8e	Asphalt	24
17780	7782	9.500000000000002	cold_november	f37e891e	Asphalt	24
11110	1112	9.47777777777778	cold_november	f3727930	Asphalt	25
12302	2304	9.47777777777778	cold_november	f3752388	Asphalt	25
12542	2544	9.47777777777778	cold_november	f3757e96	Asphalt	25
12694	2696	9.47777777777778	cold_november	f375ba00	Asphalt	25
13037	3039	9.47777777777778	cold_november	f376404c	Asphalt	25
13901	3903	9.47777777777778	cold_november	f3785152	Asphalt	25
13994	3996	9.47777777777778	cold_november	f378742a	Asphalt	25
14240	4242	9.47777777777778	cold_november	f378d9f6	Asphalt	25
14319	4321	9.47777777777778	cold_november	f3790c46	Asphalt	25
14466	4468	9.47777777777778	cold_november	f3794332	Asphalt	25
15417	5419	9.47777777777778	cold_november	f37ab67c	Asphalt	25
15546	5548	9.47777777777778	cold_november	f37ae6a6	Asphalt	25
16447	6449	9.47777777777778	cold_november	f37c7e8a	Asphalt	25
18472	8474	9.47777777777778	cold_november	f3841a8c	Asphalt	25
19003	9005	9.47777777777778	cold_november	f384f024	Asphalt	25
19964	9966	9.47777777777778	cold_november	f3865b44	Asphalt	25
11211	1213	9.455555555555557	cold_november	f3729f64	Asphalt	26
12042	2044	9.455555555555557	cold_november	f3749c24	Asphalt	26
12324	2326	9.455555555555557	cold_november	f3752c20	Asphalt	26
12657	2659	9.455555555555557	cold_november	f375abe6	Asphalt	26
16393	6395	9.455555555555557	cold_november	f37c6a3a	Asphalt	26
12257	2259	9.433333333333335	cold_november	f3750d1c	Asphalt	27
12437	2439	9.433333333333335	cold_november	f3755718	Asphalt	27
12849	2851	9.433333333333335	cold_november	f375f8f8	Asphalt	27
13450	3452	9.433333333333335	cold_november	f37753a6	Asphalt	27
17837	7839	9.433333333333335	cold_november	f37e9e04	Asphalt	27
13760	3762	9.411111111111113	cold_november	f377f5a4	Asphalt	28
14094	4096	9.411111111111113	cold_november	f378a29c	Asphalt	28
14810	4812	9.411111111111113	cold_november	f379d05e	Asphalt	28
16807	6809	9.411111111111113	cold_november	f37d0de6	Asphalt	28
17418	7420	9.411111111111113	cold_november	f37e01ec	Asphalt	28
18076	8078	9.411111111111113	cold_november	f37efdb8	Asphalt	28
10980	982	9.388888888888891	cold_november	f372460e	Asphalt	29
11071	1073	9.388888888888891	cold_november	f3726a94	Asphalt	29
12833	2835	9.388888888888891	cold_november	f375f308	Asphalt	29
17620	7622	9.388888888888891	cold_november	f37e4d64	Asphalt	29
18364	8366	9.388888888888891	cold_november	f383ef76	Asphalt	29
18830	8832	9.388888888888891	cold_november	f384ace0	Asphalt	29
19124	9126	9.388888888888891	cold_november	f3851df6	Asphalt	29
11266	1268	9.366666666666669	cold_november	f372b3b4	Asphalt	30
11959	1961	9.366666666666669	cold_november	f3747b40	Asphalt	30
11999	2001	9.366666666666669	cold_november	f3748ad6	Asphalt	30
12125	2127	9.366666666666669	cold_november	f374c12c	Asphalt	30
13690	3692	9.366666666666669	cold_november	f377d2a4	Asphalt	30
14140	4142	9.366666666666669	cold_november	f378b3cc	Asphalt	30
14601	4603	9.366666666666669	cold_november	f3797d2a	Asphalt	30
14715	4717	9.366666666666669	cold_november	f379a840	Asphalt	30
14895	4897	9.366666666666669	cold_november	f379f0de	Asphalt	30
15827	5829	9.366666666666669	cold_november	f37b58de	Asphalt	30
15937	5939	9.366666666666669	cold_november	f37b9f1a	Asphalt	30
16133	6135	9.366666666666669	cold_november	f37c0432	Asphalt	30
19378	9380	9.366666666666669	cold_november	f3857c38	Asphalt	30
10205	207	9.344444444444445	cold_november	f370eb2e	Asphalt	31
10512	514	9.344444444444445	cold_november	f37176ca	Asphalt	31
11394	1396	9.344444444444445	cold_november	f372e6fe	Asphalt	31
11624	1626	9.344444444444445	cold_november	f37377d6	Asphalt	31
13108	3110	9.344444444444445	cold_november	f3767b16	Asphalt	31
13553	3555	9.344444444444445	cold_november	f3778150	Asphalt	31
15140	5142	9.344444444444445	cold_november	f37a4e6c	Asphalt	31
15899	5901	9.344444444444445	cold_november	f37b7e54	Asphalt	31
16048	6050	9.344444444444445	cold_november	f37bdb6a	Asphalt	31
17475	7477	9.344444444444445	cold_november	f37e1736	Asphalt	31
17754	7756	9.344444444444445	cold_november	f37e7f8c	Asphalt	31
18100	8102	9.344444444444445	cold_november	f37f0704	Asphalt	31
18187	8189	9.344444444444445	cold_november	f37f26f8	Asphalt	31
19510	9512	9.344444444444445	cold_november	f385ae7e	Asphalt	31
12783	2785	9.322222222222223	cold_november	f375dfd0	Asphalt	32
13400	3402	9.322222222222223	cold_november	f3773d3a	Asphalt	32
14321	4323	9.322222222222223	cold_november	f3790cfa	Asphalt	32
18594	8596	9.322222222222223	cold_november	f3844976	Asphalt	32
11006	1008	9.3	cold_november	f372520c	Asphalt	33
11126	1128	9.3	cold_november	f3727f34	Asphalt	33
11844	1846	9.3	cold_november	f3743158	Asphalt	33
12600	2602	9.3	cold_november	f37593c2	Asphalt	33
12802	2804	9.3	cold_november	f375e728	Asphalt	33
16967	6969	9.3	cold_november	f37d501c	Asphalt	33
17712	7714	9.3	cold_november	f37e703c	Asphalt	33
19343	9345	9.3	cold_november	f3856f36	Asphalt	33
10847	849	9.277777777777779	cold_november	f37200ea	Asphalt	34
11940	1942	9.277777777777779	cold_november	f3747410	Asphalt	34
12565	2567	9.277777777777779	cold_november	f37586c0	Asphalt	34
12855	2857	9.277777777777779	cold_november	f375fb28	Asphalt	34
13248	3250	9.277777777777779	cold_november	f376d82c	Asphalt	34
14524	4526	9.277777777777779	cold_november	f379602e	Asphalt	34
15332	5334	9.277777777777779	cold_november	f37a9656	Asphalt	34
16929	6931	9.277777777777779	cold_november	f37d4162	Asphalt	34
18075	8077	9.277777777777779	cold_november	f37efd36	Asphalt	34
18906	8908	9.277777777777779	cold_november	f384c946	Asphalt	34
11166	1168	9.255555555555556	cold_november	f3728e02	Asphalt	35
11884	1886	9.255555555555556	cold_november	f3744f94	Asphalt	35
12094	2096	9.255555555555556	cold_november	f374b254	Asphalt	35
12468	2470	9.255555555555556	cold_november	f375629e	Asphalt	35
12950	2952	9.255555555555556	cold_november	f3761ed2	Asphalt	35
13567	3569	9.255555555555556	cold_november	f377872c	Asphalt	35
13886	3888	9.255555555555556	cold_november	f3784bf8	Asphalt	35
14960	4962	9.255555555555556	cold_november	f37a090c	Asphalt	35
15857	5859	9.255555555555556	cold_november	f37b64b4	Asphalt	35
17433	7435	9.255555555555556	cold_november	f37e073c	Asphalt	35
17782	7784	9.255555555555556	cold_november	f37e89d2	Asphalt	35
18144	8146	9.255555555555556	cold_november	f37f1712	Asphalt	35
10500	502	9.233333333333334	cold_november	f37171f2	Asphalt	36
12020	2022	9.233333333333334	cold_november	f3749346	Asphalt	36
13367	3369	9.233333333333334	cold_november	f3772f2a	Asphalt	36
14623	4625	9.233333333333334	cold_november	f3798536	Asphalt	36
14631	4633	9.233333333333334	cold_november	f3798888	Asphalt	36
14773	4775	9.233333333333334	cold_november	f379be0c	Asphalt	36
16934	6936	9.233333333333334	cold_november	f37d4342	Asphalt	36
18818	8820	9.233333333333334	cold_november	f384a812	Asphalt	36
18949	8951	9.233333333333334	cold_november	f384d940	Asphalt	36
10199	201	9.211111111111112	cold_november	f370e61a	Asphalt	37
11237	1239	9.211111111111112	cold_november	f372a900	Asphalt	37
14169	4171	9.211111111111112	cold_november	f378beda	Asphalt	37
14536	4538	9.211111111111112	cold_november	f37964ca	Asphalt	37
15041	5043	9.211111111111112	cold_november	f37a2716	Asphalt	37
16217	6219	9.211111111111112	cold_november	f37c24c6	Asphalt	37
16321	6323	9.211111111111112	cold_november	f37c4dde	Asphalt	37
11825	1827	9.18888888888889	cold_november	f3742366	Asphalt	38
12196	2198	9.18888888888889	cold_november	f374f12e	Asphalt	38
12904	2906	9.18888888888889	cold_november	f3760d7a	Asphalt	38
14749	4751	9.18888888888889	cold_november	f379b4de	Asphalt	38
15865	5867	9.18888888888889	cold_november	f37b678e	Asphalt	38
18203	8205	9.18888888888889	cold_november	f37f2d1a	Asphalt	38
10474	476	9.166666666666668	cold_november	f37167ac	Asphalt	39
11114	1116	9.166666666666668	cold_november	f3727a98	Asphalt	39
11774	1776	9.166666666666668	cold_november	f373f8be	Asphalt	39
11850	1852	9.166666666666668	cold_november	f374363a	Asphalt	39
13263	3265	9.166666666666668	cold_november	f376e434	Asphalt	39
13387	3389	9.166666666666668	cold_november	f37737d6	Asphalt	39
13600	3602	9.166666666666668	cold_november	f377967c	Asphalt	39
16310	6312	9.166666666666668	cold_november	f37c47e4	Asphalt	39
18163	8165	9.166666666666668	cold_november	f37f1e56	Asphalt	39
18396	8398	9.166666666666668	cold_november	f383fd4a	Asphalt	39
18556	8558	9.166666666666668	cold_november	f3843b66	Asphalt	39
18890	8892	9.166666666666668	cold_november	f384c31a	Asphalt	39
10361	363	9.144444444444446	cold_november	f37134ee	Asphalt	40
12012	2014	9.144444444444446	cold_november	f3748fe0	Asphalt	40
12282	2284	9.144444444444446	cold_november	f37518b6	Asphalt	40
14451	4453	9.144444444444446	cold_november	f3793de2	Asphalt	40
15292	5294	9.144444444444446	cold_november	f37a877e	Asphalt	40
19460	9462	9.144444444444446	cold_november	f3859b78	Asphalt	40
11550	1552	9.122222222222224	cold_november	f3734298	Asphalt	41
12165	2167	9.122222222222224	cold_november	f374d0f4	Asphalt	41
13992	3994	9.122222222222224	cold_november	f3787376	Asphalt	41
14264	4266	9.122222222222224	cold_november	f378eb58	Asphalt	41
16827	6829	9.122222222222224	cold_november	f37d1570	Asphalt	41
17325	7327	9.122222222222224	cold_november	f37dddfc	Asphalt	41
19167	9169	9.122222222222224	cold_november	f3852db4	Asphalt	41
19434	9436	9.122222222222224	cold_november	f38591be	Asphalt	41
11786	1788	9.100000000000001	cold_november	f3740264	Asphalt	42
12136	2138	9.100000000000001	cold_november	f374c5fa	Asphalt	42
12232	2234	9.100000000000001	cold_november	f3750380	Asphalt	42
12836	2838	9.100000000000001	cold_november	f375f420	Asphalt	42
13570	3572	9.100000000000001	cold_november	f377886c	Asphalt	42
13961	3963	9.100000000000001	cold_november	f37867c8	Asphalt	42
14089	4091	9.100000000000001	cold_november	f378a094	Asphalt	42
14137	4139	9.100000000000001	cold_november	f378b2b4	Asphalt	42
15063	5065	9.100000000000001	cold_november	f37a2f90	Asphalt	42
17905	7907	9.100000000000001	cold_november	f37eb79a	Asphalt	42
18856	8858	9.100000000000001	cold_november	f384b668	Asphalt	42
19976	9978	9.100000000000001	cold_november	f3865fc2	Asphalt	42
10195	197	9.07777777777778	cold_november	f370e3ea	Asphalt	43
10354	356	9.07777777777778	cold_november	f3713264	Asphalt	43
10540	542	9.07777777777778	cold_november	f3718192	Asphalt	43
11065	1067	9.07777777777778	cold_november	f3726832	Asphalt	43
11303	1305	9.07777777777778	cold_november	f372c412	Asphalt	43
12018	2020	9.07777777777778	cold_november	f3749292	Asphalt	43
13797	3799	9.07777777777778	cold_november	f37827b8	Asphalt	43
14012	4014	9.07777777777778	cold_november	f378833e	Asphalt	43
19137	9139	9.07777777777778	cold_november	f3852292	Asphalt	43
